Optical constants of hexahydrite (Mg SO_4 . 6 H_2 O); T = 120 K; averaged. Ref: Dalton; J. B.; and K. M. Pitman (2012); Low temperature optical constants of some hydrated sulfates relevant to planetary surfaces; J. Geophys. Res.
Wavelength (microns), n(lambda), k(lambda), n upper, k upper, n lower, k lower bound
8.400000E-01,1.444984E+00,8.418800E-07,1.444976E+00,1.258213E-06,1.444988E+00,6.539835E-07
8.410000E-01,1.444984E+00,8.440603E-07,1.444976E+00,1.261606E-06,1.444988E+00,6.558002E-07
8.420000E-01,1.444984E+00,8.464015E-07,1.444976E+00,1.264684E-06,1.444987E+00,6.576583E-07
8.430001E-01,1.444984E+00,8.479857E-07,1.444976E+00,1.267065E-06,1.444987E+00,6.590184E-07
8.440000E-01,1.444984E+00,8.478585E-07,1.444976E+00,1.266194E-06,1.444987E+00,6.589772E-07
8.450000E-01,1.444984E+00,8.489902E-07,1.444976E+00,1.267601E-06,1.444987E+00,6.600355E-07
8.460000E-01,1.444983E+00,8.511639E-07,1.444976E+00,1.270872E-06,1.444987E+00,6.619956E-07
8.470001E-01,1.444983E+00,8.532682E-07,1.444975E+00,1.273794E-06,1.444987E+00,6.635847E-07
8.480000E-01,1.444983E+00,8.550518E-07,1.444975E+00,1.276134E-06,1.444987E+00,6.650843E-07
8.490000E-01,1.444983E+00,8.568367E-07,1.444975E+00,1.278536E-06,1.444987E+00,6.664637E-07
8.500000E-01,1.444983E+00,8.590667E-07,1.444975E+00,1.281848E-06,1.444987E+00,6.683083E-07
8.510000E-01,1.444983E+00,8.615607E-07,1.444975E+00,1.285525E-06,1.444987E+00,6.704364E-07
8.520001E-01,1.444983E+00,8.620162E-07,1.444975E+00,1.285772E-06,1.444987E+00,6.708899E-07
8.530000E-01,1.444983E+00,8.618324E-07,1.444975E+00,1.285054E-06,1.444987E+00,6.708260E-07
8.540000E-01,1.444983E+00,8.620915E-07,1.444975E+00,1.285140E-06,1.444987E+00,6.710833E-07
8.550000E-01,1.444983E+00,8.627941E-07,1.444975E+00,1.286196E-06,1.444986E+00,6.717447E-07
8.560001E-01,1.444983E+00,8.647135E-07,1.444974E+00,1.289138E-06,1.444986E+00,6.734410E-07
8.570001E-01,1.444983E+00,8.659021E-07,1.444974E+00,1.290295E-06,1.444986E+00,6.745280E-07
8.580000E-01,1.444983E+00,8.671508E-07,1.444974E+00,1.291978E-06,1.444986E+00,6.755535E-07
8.590000E-01,1.444983E+00,8.696718E-07,1.444974E+00,1.295483E-06,1.444986E+00,6.774435E-07
8.600001E-01,1.444982E+00,8.708497E-07,1.444974E+00,1.297483E-06,1.444986E+00,6.785199E-07
8.610001E-01,1.444982E+00,8.723338E-07,1.444974E+00,1.299565E-06,1.444986E+00,6.795356E-07
8.620001E-01,1.444982E+00,8.746928E-07,1.444974E+00,1.302747E-06,1.444986E+00,6.815889E-07
8.630000E-01,1.444982E+00,8.778312E-07,1.444974E+00,1.307651E-06,1.444986E+00,6.840736E-07
8.640000E-01,1.444982E+00,8.792116E-07,1.444973E+00,1.309284E-06,1.444986E+00,6.851371E-07
8.650001E-01,1.444982E+00,8.800113E-07,1.444973E+00,1.310274E-06,1.444986E+00,6.859686E-07
8.660001E-01,1.444982E+00,8.812204E-07,1.444973E+00,1.311877E-06,1.444986E+00,6.870354E-07
8.670000E-01,1.444982E+00,8.820176E-07,1.444973E+00,1.312987E-06,1.444986E+00,6.877833E-07
8.680000E-01,1.444982E+00,8.822511E-07,1.444973E+00,1.313059E-06,1.444986E+00,6.879062E-07
8.690001E-01,1.444982E+00,8.831005E-07,1.444973E+00,1.313869E-06,1.444986E+00,6.888098E-07
8.700000E-01,1.444982E+00,8.851453E-07,1.444973E+00,1.316739E-06,1.444986E+00,6.904245E-07
8.710000E-01,1.444981E+00,8.878072E-07,1.444973E+00,1.320600E-06,1.444985E+00,6.925840E-07
8.720000E-01,1.444981E+00,8.899339E-07,1.444972E+00,1.323554E-06,1.444985E+00,6.943005E-07
8.730000E-01,1.444981E+00,8.915861E-07,1.444972E+00,1.325724E-06,1.444985E+00,6.957282E-07
8.740000E-01,1.444981E+00,8.928478E-07,1.444972E+00,1.327317E-06,1.444985E+00,6.968485E-07
8.750000E-01,1.444981E+00,8.946696E-07,1.444972E+00,1.329823E-06,1.444985E+00,6.983629E-07
8.760000E-01,1.444981E+00,8.970528E-07,1.444972E+00,1.333078E-06,1.444985E+00,7.002516E-07
8.770000E-01,1.444981E+00,8.996705E-07,1.444972E+00,1.336817E-06,1.444985E+00,7.023120E-07
8.780000E-01,1.444981E+00,9.023739E-07,1.444972E+00,1.340748E-06,1.444985E+00,7.045198E-07
8.790000E-01,1.444981E+00,9.044542E-07,1.444971E+00,1.343723E-06,1.444985E+00,7.062702E-07
8.800001E-01,1.444981E+00,9.070257E-07,1.444971E+00,1.346992E-06,1.444985E+00,7.084391E-07
8.810000E-01,1.444981E+00,9.097243E-07,1.444971E+00,1.350724E-06,1.444985E+00,7.106821E-07
8.820001E-01,1.444980E+00,9.117244E-07,1.444971E+00,1.353664E-06,1.444985E+00,7.123622E-07
8.830000E-01,1.444980E+00,9.127597E-07,1.444971E+00,1.354425E-06,1.444985E+00,7.133390E-07
8.840000E-01,1.444980E+00,9.150509E-07,1.444971E+00,1.357573E-06,1.444985E+00,7.153417E-07
8.850001E-01,1.444980E+00,9.186666E-07,1.444971E+00,1.363096E-06,1.444984E+00,7.181958E-07
8.860001E-01,1.444980E+00,9.219237E-07,1.444971E+00,1.367674E-06,1.444984E+00,7.207536E-07
8.870000E-01,1.444980E+00,9.220503E-07,1.444970E+00,1.367442E-06,1.444984E+00,7.209480E-07
8.880000E-01,1.444980E+00,9.235215E-07,1.444970E+00,1.369647E-06,1.444984E+00,7.222973E-07
8.890001E-01,1.444980E+00,9.274572E-07,1.444970E+00,1.375181E-06,1.444984E+00,7.256272E-07
8.900000E-01,1.444980E+00,9.315232E-07,1.444970E+00,1.380342E-06,1.444984E+00,7.288751E-07
8.910000E-01,1.444980E+00,9.352557E-07,1.444970E+00,1.385804E-06,1.444984E+00,7.319995E-07
8.920000E-01,1.444980E+00,9.375105E-07,1.444970E+00,1.389114E-06,1.444984E+00,7.338994E-07
8.929999E-01,1.444979E+00,9.395543E-07,1.444970E+00,1.391453E-06,1.444984E+00,7.356515E-07
8.940000E-01,1.444979E+00,9.425318E-07,1.444970E+00,1.395276E-06,1.444984E+00,7.381040E-07
8.950000E-01,1.444979E+00,9.445528E-07,1.444969E+00,1.398037E-06,1.444984E+00,7.399386E-07
8.960000E-01,1.444979E+00,9.469140E-07,1.444969E+00,1.401435E-06,1.444984E+00,7.420285E-07
8.970000E-01,1.444979E+00,9.501904E-07,1.444969E+00,1.405730E-06,1.444983E+00,7.446084E-07
8.979999E-01,1.444979E+00,9.542737E-07,1.444969E+00,1.411258E-06,1.444983E+00,7.478874E-07
8.990000E-01,1.444979E+00,9.585538E-07,1.444969E+00,1.417134E-06,1.444983E+00,7.512977E-07
9.000000E-01,1.444979E+00,9.621550E-07,1.444969E+00,1.422505E-06,1.444983E+00,7.544552E-07
9.010000E-01,1.444979E+00,9.663804E-07,1.444968E+00,1.428054E-06,1.444983E+00,7.578514E-07
9.020001E-01,1.444979E+00,9.711657E-07,1.444968E+00,1.434806E-06,1.444983E+00,7.618922E-07
9.030000E-01,1.444978E+00,9.743711E-07,1.444968E+00,1.438526E-06,1.444983E+00,7.645869E-07
9.040000E-01,1.444978E+00,9.764429E-07,1.444968E+00,1.441562E-06,1.444983E+00,7.665768E-07
9.050000E-01,1.444978E+00,9.797384E-07,1.444968E+00,1.445844E-06,1.444983E+00,7.692324E-07
9.060001E-01,1.444978E+00,9.843479E-07,1.444968E+00,1.452365E-06,1.444983E+00,7.728785E-07
9.070000E-01,1.444978E+00,9.870238E-07,1.444968E+00,1.456182E-06,1.444983E+00,7.752351E-07
9.080000E-01,1.444978E+00,9.898301E-07,1.444968E+00,1.459764E-06,1.444983E+00,7.776786E-07
9.090000E-01,1.444978E+00,9.941675E-07,1.444967E+00,1.465589E-06,1.444983E+00,7.812220E-07
9.100000E-01,1.444978E+00,9.984149E-07,1.444967E+00,1.471779E-06,1.444983E+00,7.847385E-07
9.110001E-01,1.444978E+00,1.002234E-06,1.444967E+00,1.477177E-06,1.444983E+00,7.878264E-07
9.119999E-01,1.444978E+00,1.006965E-06,1.444967E+00,1.483792E-06,1.444983E+00,7.917163E-07
9.130000E-01,1.444978E+00,1.012253E-06,1.444967E+00,1.491118E-06,1.444983E+00,7.958371E-07
9.140000E-01,1.444978E+00,1.015597E-06,1.444967E+00,1.495723E-06,1.444982E+00,7.986836E-07
9.150001E-01,1.444977E+00,1.018162E-06,1.444966E+00,1.499292E-06,1.444982E+00,8.010659E-07
9.159999E-01,1.444977E+00,1.021556E-06,1.444966E+00,1.503558E-06,1.444982E+00,8.038422E-07
9.170000E-01,1.444977E+00,1.025061E-06,1.444966E+00,1.508177E-06,1.444982E+00,8.067400E-07
9.180000E-01,1.444977E+00,1.027828E-06,1.444966E+00,1.511972E-06,1.444982E+00,8.092258E-07
9.190001E-01,1.444977E+00,1.030835E-06,1.444966E+00,1.516161E-06,1.444982E+00,8.117114E-07
9.200000E-01,1.444977E+00,1.034193E-06,1.444966E+00,1.520875E-06,1.444982E+00,8.144165E-07
9.209998E-01,1.444977E+00,1.037685E-06,1.444966E+00,1.525726E-06,1.444982E+00,8.173852E-07
9.219999E-01,1.444977E+00,1.041615E-06,1.444966E+00,1.530951E-06,1.444982E+00,8.205291E-07
9.230000E-01,1.444977E+00,1.046555E-06,1.444965E+00,1.537888E-06,1.444982E+00,8.245286E-07
9.240000E-01,1.444976E+00,1.051083E-06,1.444965E+00,1.544001E-06,1.444982E+00,8.283130E-07
9.250000E-01,1.444976E+00,1.054144E-06,1.444965E+00,1.548122E-06,1.444981E+00,8.308693E-07
9.259998E-01,1.444976E+00,1.056020E-06,1.444965E+00,1.550005E-06,1.444981E+00,8.326577E-07
9.270000E-01,1.444976E+00,1.059479E-06,1.444965E+00,1.554701E-06,1.444981E+00,8.356114E-07
9.280000E-01,1.444976E+00,1.063917E-06,1.444965E+00,1.560817E-06,1.444981E+00,8.393013E-07
9.290000E-01,1.444976E+00,1.068667E-06,1.444965E+00,1.567248E-06,1.444981E+00,8.431264E-07
9.299998E-01,1.444976E+00,1.073730E-06,1.444964E+00,1.574656E-06,1.444981E+00,8.472850E-07
9.309999E-01,1.444976E+00,1.078558E-06,1.444964E+00,1.581039E-06,1.444981E+00,8.512959E-07
9.319999E-01,1.444976E+00,1.084761E-06,1.444964E+00,1.589904E-06,1.444981E+00,8.564369E-07
9.330000E-01,1.444975E+00,1.091414E-06,1.444964E+00,1.598869E-06,1.444981E+00,8.618047E-07
9.340000E-01,1.444975E+00,1.095728E-06,1.444964E+00,1.604414E-06,1.444981E+00,8.655851E-07
9.349999E-01,1.444975E+00,1.102129E-06,1.444964E+00,1.613466E-06,1.444981E+00,8.709414E-07
9.359999E-01,1.444975E+00,1.108760E-06,1.444963E+00,1.622419E-06,1.444981E+00,8.764808E-07
9.370000E-01,1.444975E+00,1.115193E-06,1.444963E+00,1.631268E-06,1.444981E+00,8.817996E-07
9.380000E-01,1.444975E+00,1.122390E-06,1.444963E+00,1.641640E-06,1.444980E+00,8.875676E-07
9.390001E-01,1.444975E+00,1.129662E-06,1.444963E+00,1.651759E-06,1.444980E+00,8.936094E-07
9.400000E-01,1.444975E+00,1.137872E-06,1.444963E+00,1.662866E-06,1.444980E+00,9.004093E-07
9.410000E-01,1.444975E+00,1.145936E-06,1.444963E+00,1.674301E-06,1.444980E+00,9.069710E-07
9.420000E-01,1.444975E+00,1.153942E-06,1.444963E+00,1.685259E-06,1.444980E+00,9.134503E-07
9.430000E-01,1.444975E+00,1.166920E-06,1.444962E+00,1.703878E-06,1.444980E+00,9.240484E-07
9.439999E-01,1.444974E+00,1.176624E-06,1.444962E+00,1.717689E-06,1.444980E+00,9.321967E-07
9.450000E-01,1.444974E+00,1.186162E-06,1.444962E+00,1.730264E-06,1.444980E+00,9.399286E-07
9.460000E-01,1.444974E+00,1.200102E-06,1.444962E+00,1.750434E-06,1.444980E+00,9.512529E-07
9.470000E-01,1.444974E+00,1.211233E-06,1.444962E+00,1.765605E-06,1.444980E+00,9.604812E-07
9.480000E-01,1.444974E+00,1.222782E-06,1.444962E+00,1.781876E-06,1.444980E+00,9.699664E-07
9.490000E-01,1.444974E+00,1.235358E-06,1.444961E+00,1.798958E-06,1.444980E+00,9.800930E-07
9.500000E-01,1.444974E+00,1.247454E-06,1.444961E+00,1.815163E-06,1.444980E+00,9.902078E-07
9.510000E-01,1.444974E+00,1.263354E-06,1.444961E+00,1.837975E-06,1.444979E+00,1.003130E-06
9.520001E-01,1.444974E+00,1.278299E-06,1.444961E+00,1.858694E-06,1.444979E+00,1.015295E-06
9.530000E-01,1.444973E+00,1.291860E-06,1.444961E+00,1.877906E-06,1.444979E+00,1.026524E-06
9.540000E-01,1.444973E+00,1.306638E-06,1.444961E+00,1.898412E-06,1.444979E+00,1.038490E-06
9.550000E-01,1.444973E+00,1.321836E-06,1.444961E+00,1.919303E-06,1.444979E+00,1.051130E-06
9.560000E-01,1.444973E+00,1.338208E-06,1.444960E+00,1.942718E-06,1.444979E+00,1.064533E-06
9.570000E-01,1.444973E+00,1.353741E-06,1.444960E+00,1.964216E-06,1.444979E+00,1.077271E-06
9.580000E-01,1.444973E+00,1.367796E-06,1.444960E+00,1.982657E-06,1.444979E+00,1.088889E-06
9.590001E-01,1.444973E+00,1.381821E-06,1.444960E+00,2.001942E-06,1.444979E+00,1.100805E-06
9.600000E-01,1.444973E+00,1.398207E-06,1.444960E+00,2.024529E-06,1.444979E+00,1.114119E-06
9.610001E-01,1.444973E+00,1.412741E-06,1.444960E+00,2.044091E-06,1.444979E+00,1.126444E-06
9.620001E-01,1.444973E+00,1.425626E-06,1.444960E+00,2.061307E-06,1.444979E+00,1.137456E-06
9.630000E-01,1.444973E+00,1.444073E-06,1.444959E+00,2.087174E-06,1.444978E+00,1.152406E-06
9.640000E-01,1.444973E+00,1.462584E-06,1.444959E+00,2.113783E-06,1.444978E+00,1.167322E-06
9.650001E-01,1.444972E+00,1.479862E-06,1.444959E+00,2.138236E-06,1.444978E+00,1.181433E-06
9.660001E-01,1.444972E+00,1.494505E-06,1.444959E+00,2.158052E-06,1.444978E+00,1.193613E-06
9.670000E-01,1.444972E+00,1.506631E-06,1.444959E+00,2.174534E-06,1.444978E+00,1.203915E-06
9.680001E-01,1.444972E+00,1.526439E-06,1.444959E+00,2.202608E-06,1.444978E+00,1.219782E-06
9.690000E-01,1.444972E+00,1.542181E-06,1.444959E+00,2.224702E-06,1.444978E+00,1.232771E-06
9.700000E-01,1.444972E+00,1.552795E-06,1.444958E+00,2.238367E-06,1.444978E+00,1.241778E-06
9.710000E-01,1.444972E+00,1.565674E-06,1.444958E+00,2.256282E-06,1.444978E+00,1.252609E-06
9.719998E-01,1.444972E+00,1.576492E-06,1.444958E+00,2.270347E-06,1.444978E+00,1.261791E-06
9.730000E-01,1.444972E+00,1.588871E-06,1.444958E+00,2.286786E-06,1.444978E+00,1.272299E-06
9.740000E-01,1.444971E+00,1.600428E-06,1.444958E+00,2.301531E-06,1.444978E+00,1.282123E-06
9.750000E-01,1.444971E+00,1.608782E-06,1.444958E+00,2.311484E-06,1.444978E+00,1.289710E-06
9.760000E-01,1.444971E+00,1.617866E-06,1.444958E+00,2.324297E-06,1.444978E+00,1.297471E-06
9.769999E-01,1.444971E+00,1.626772E-06,1.444957E+00,2.336059E-06,1.444978E+00,1.304845E-06
9.780000E-01,1.444971E+00,1.634344E-06,1.444957E+00,2.346073E-06,1.444977E+00,1.311205E-06
9.790000E-01,1.444971E+00,1.641200E-06,1.444957E+00,2.354864E-06,1.444977E+00,1.317220E-06
9.800000E-01,1.444971E+00,1.650107E-06,1.444957E+00,2.367755E-06,1.444977E+00,1.324426E-06
9.809999E-01,1.444971E+00,1.656464E-06,1.444957E+00,2.376240E-06,1.444977E+00,1.329869E-06
9.819999E-01,1.444971E+00,1.659660E-06,1.444957E+00,2.380565E-06,1.444977E+00,1.332475E-06
9.830000E-01,1.444971E+00,1.661832E-06,1.444957E+00,2.383541E-06,1.444977E+00,1.334664E-06
9.840000E-01,1.444971E+00,1.660690E-06,1.444956E+00,2.381080E-06,1.444977E+00,1.333796E-06
9.850001E-01,1.444970E+00,1.664775E-06,1.444956E+00,2.386925E-06,1.444977E+00,1.337034E-06
9.859999E-01,1.444970E+00,1.666571E-06,1.444956E+00,2.389547E-06,1.444977E+00,1.338451E-06
9.870000E-01,1.444970E+00,1.665324E-06,1.444956E+00,2.387114E-06,1.444977E+00,1.337807E-06
9.880000E-01,1.444970E+00,1.665498E-06,1.444956E+00,2.387176E-06,1.444977E+00,1.338071E-06
9.890000E-01,1.444970E+00,1.666279E-06,1.444956E+00,2.388781E-06,1.444977E+00,1.338474E-06
9.899999E-01,1.444970E+00,1.665228E-06,1.444956E+00,2.386958E-06,1.444976E+00,1.337608E-06
9.910000E-01,1.444970E+00,1.661530E-06,1.444955E+00,2.380840E-06,1.444976E+00,1.335177E-06
9.920000E-01,1.444970E+00,1.657116E-06,1.444955E+00,2.373858E-06,1.444976E+00,1.331987E-06
9.930000E-01,1.444970E+00,1.654386E-06,1.444955E+00,2.369778E-06,1.444976E+00,1.329919E-06
9.940000E-01,1.444970E+00,1.659686E-06,1.444955E+00,2.378250E-06,1.444976E+00,1.333548E-06
9.950000E-01,1.444969E+00,1.659379E-06,1.444955E+00,2.378336E-06,1.444976E+00,1.333077E-06
9.960000E-01,1.444969E+00,1.649715E-06,1.444955E+00,2.363159E-06,1.444976E+00,1.325968E-06
9.969999E-01,1.444969E+00,1.656320E-06,1.444955E+00,2.373648E-06,1.444976E+00,1.330782E-06
9.980000E-01,1.444969E+00,1.649303E-06,1.444954E+00,2.362191E-06,1.444976E+00,1.325604E-06
9.990000E-01,1.444969E+00,1.645492E-06,1.444954E+00,2.356583E-06,1.444976E+00,1.322831E-06
1.000000E+00,1.444969E+00,1.648986E-06,1.444954E+00,2.363207E-06,1.444976E+00,1.324981E-06
1.001000E+00,1.444969E+00,1.650729E-06,1.444954E+00,2.366615E-06,1.444976E+00,1.325974E-06
1.002000E+00,1.444969E+00,1.650433E-06,1.444954E+00,2.367177E-06,1.444975E+00,1.325259E-06
1.003000E+00,1.444969E+00,1.647516E-06,1.444954E+00,2.363357E-06,1.444975E+00,1.322921E-06
1.004000E+00,1.444968E+00,1.640640E-06,1.444953E+00,2.353385E-06,1.444975E+00,1.317483E-06
1.005000E+00,1.444968E+00,1.634941E-06,1.444953E+00,2.345345E-06,1.444975E+00,1.312892E-06
1.006000E+00,1.444968E+00,1.630196E-06,1.444953E+00,2.339017E-06,1.444975E+00,1.308972E-06
1.007000E+00,1.444968E+00,1.623341E-06,1.444953E+00,2.328520E-06,1.444975E+00,1.303517E-06
1.008000E+00,1.444968E+00,1.618530E-06,1.444953E+00,2.322019E-06,1.444975E+00,1.299512E-06
1.009000E+00,1.444968E+00,1.618019E-06,1.444953E+00,2.322398E-06,1.444975E+00,1.298566E-06
1.010000E+00,1.444968E+00,1.614731E-06,1.444952E+00,2.318274E-06,1.444975E+00,1.295727E-06
1.011000E+00,1.444968E+00,1.608465E-06,1.444952E+00,2.309588E-06,1.444975E+00,1.290392E-06
1.012000E+00,1.444968E+00,1.604505E-06,1.444952E+00,2.304929E-06,1.444975E+00,1.287077E-06
1.013000E+00,1.444968E+00,1.605776E-06,1.444952E+00,2.308189E-06,1.444975E+00,1.287602E-06
1.014000E+00,1.444968E+00,1.599547E-06,1.444952E+00,2.299335E-06,1.444975E+00,1.282382E-06
1.015000E+00,1.444967E+00,1.587244E-06,1.444952E+00,2.280213E-06,1.444974E+00,1.272944E-06
1.016000E+00,1.444967E+00,1.578533E-06,1.444952E+00,2.267316E-06,1.444974E+00,1.266236E-06
1.017000E+00,1.444967E+00,1.568021E-06,1.444951E+00,2.251260E-06,1.444974E+00,1.258334E-06
1.018000E+00,1.444967E+00,1.564443E-06,1.444951E+00,2.247775E-06,1.444974E+00,1.254742E-06
1.019000E+00,1.444967E+00,1.561394E-06,1.444951E+00,2.244623E-06,1.444974E+00,1.251872E-06
1.020000E+00,1.444967E+00,1.569421E-06,1.444951E+00,2.258933E-06,1.444974E+00,1.256789E-06
1.021000E+00,1.444967E+00,1.563248E-06,1.444951E+00,2.250917E-06,1.444974E+00,1.251665E-06
1.022000E+00,1.444967E+00,1.551734E-06,1.444951E+00,2.234357E-06,1.444974E+00,1.242415E-06
1.023000E+00,1.444966E+00,1.540928E-06,1.444950E+00,2.219124E-06,1.444974E+00,1.233685E-06
1.024000E+00,1.444966E+00,1.520615E-06,1.444950E+00,2.188061E-06,1.444974E+00,1.217977E-06
1.025000E+00,1.444966E+00,1.511934E-06,1.444950E+00,2.176142E-06,1.444974E+00,1.211140E-06
1.026000E+00,1.444966E+00,1.512680E-06,1.444950E+00,2.178120E-06,1.444974E+00,1.210959E-06
1.027000E+00,1.444966E+00,1.506143E-06,1.444950E+00,2.169649E-06,1.444973E+00,1.205419E-06
1.028000E+00,1.444966E+00,1.501571E-06,1.444950E+00,2.164724E-06,1.444973E+00,1.201066E-06
1.029000E+00,1.444966E+00,1.496799E-06,1.444949E+00,2.159353E-06,1.444973E+00,1.196856E-06
1.030000E+00,1.444966E+00,1.483380E-06,1.444949E+00,2.138956E-06,1.444973E+00,1.186297E-06
1.031000E+00,1.444966E+00,1.471331E-06,1.444949E+00,2.122091E-06,1.444973E+00,1.176576E-06
1.032000E+00,1.444965E+00,1.462787E-06,1.444949E+00,2.109797E-06,1.444973E+00,1.169752E-06
1.033000E+00,1.444965E+00,1.455699E-06,1.444949E+00,2.099122E-06,1.444973E+00,1.163679E-06
1.034000E+00,1.444965E+00,1.449092E-06,1.444949E+00,2.090981E-06,1.444973E+00,1.158236E-06
1.035000E+00,1.444965E+00,1.447091E-06,1.444948E+00,2.090460E-06,1.444973E+00,1.155782E-06
1.036000E+00,1.444965E+00,1.439362E-06,1.444948E+00,2.079961E-06,1.444973E+00,1.149123E-06
1.037000E+00,1.444965E+00,1.429556E-06,1.444948E+00,2.066716E-06,1.444973E+00,1.140882E-06
1.038000E+00,1.444965E+00,1.420228E-06,1.444948E+00,2.053620E-06,1.444972E+00,1.133121E-06
1.039000E+00,1.444965E+00,1.405418E-06,1.444948E+00,2.031141E-06,1.444972E+00,1.121903E-06
1.040000E+00,1.444965E+00,1.397488E-06,1.444947E+00,2.019868E-06,1.444972E+00,1.115526E-06
1.041000E+00,1.444964E+00,1.394015E-06,1.444947E+00,2.016820E-06,1.444972E+00,1.112152E-06
1.042000E+00,1.444964E+00,1.389789E-06,1.444947E+00,2.011685E-06,1.444972E+00,1.108372E-06
1.043000E+00,1.444964E+00,1.388081E-06,1.444947E+00,2.010054E-06,1.444972E+00,1.106294E-06
1.044000E+00,1.444964E+00,1.387684E-06,1.444947E+00,2.010996E-06,1.444972E+00,1.105503E-06
1.045000E+00,1.444964E+00,1.378024E-06,1.444947E+00,1.997150E-06,1.444972E+00,1.097977E-06
1.046000E+00,1.444964E+00,1.369290E-06,1.444946E+00,1.983824E-06,1.444972E+00,1.090836E-06
1.047000E+00,1.444963E+00,1.362628E-06,1.444946E+00,1.974646E-06,1.444971E+00,1.085372E-06
1.048000E+00,1.444963E+00,1.353741E-06,1.444946E+00,1.962242E-06,1.444971E+00,1.078258E-06
1.049000E+00,1.444963E+00,1.349117E-06,1.444946E+00,1.955736E-06,1.444971E+00,1.074292E-06
1.050000E+00,1.444963E+00,1.350911E-06,1.444946E+00,1.959751E-06,1.444971E+00,1.075450E-06
1.051000E+00,1.444963E+00,1.346624E-06,1.444945E+00,1.953727E-06,1.444971E+00,1.071874E-06
1.052000E+00,1.444963E+00,1.337441E-06,1.444945E+00,1.940207E-06,1.444971E+00,1.064849E-06
1.053000E+00,1.444963E+00,1.333810E-06,1.444945E+00,1.935600E-06,1.444971E+00,1.061708E-06
1.054000E+00,1.444963E+00,1.332735E-06,1.444945E+00,1.934297E-06,1.444971E+00,1.060700E-06
1.055000E+00,1.444963E+00,1.329632E-06,1.444945E+00,1.929989E-06,1.444971E+00,1.057990E-06
1.056000E+00,1.444962E+00,1.328778E-06,1.444944E+00,1.928977E-06,1.444970E+00,1.057103E-06
1.057000E+00,1.444962E+00,1.327410E-06,1.444944E+00,1.927576E-06,1.444970E+00,1.055854E-06
1.058000E+00,1.444962E+00,1.320821E-06,1.444944E+00,1.917791E-06,1.444970E+00,1.050865E-06
1.059000E+00,1.444962E+00,1.318589E-06,1.444944E+00,1.914817E-06,1.444970E+00,1.048855E-06
1.060000E+00,1.444962E+00,1.318419E-06,1.444944E+00,1.914958E-06,1.444970E+00,1.048379E-06
1.061000E+00,1.444962E+00,1.323683E-06,1.444943E+00,1.924107E-06,1.444970E+00,1.052055E-06
1.062000E+00,1.444962E+00,1.322156E-06,1.444943E+00,1.922542E-06,1.444970E+00,1.050701E-06
1.063000E+00,1.444961E+00,1.318921E-06,1.444943E+00,1.917678E-06,1.444970E+00,1.048017E-06
1.064000E+00,1.444961E+00,1.318808E-06,1.444943E+00,1.918053E-06,1.444970E+00,1.047901E-06
1.065000E+00,1.444961E+00,1.316546E-06,1.444942E+00,1.914486E-06,1.444970E+00,1.046041E-06
1.066000E+00,1.444961E+00,1.316596E-06,1.444942E+00,1.914844E-06,1.444970E+00,1.046090E-06
1.067000E+00,1.444961E+00,1.321706E-06,1.444942E+00,1.922438E-06,1.444969E+00,1.049908E-06
1.068000E+00,1.444961E+00,1.323252E-06,1.444942E+00,1.925256E-06,1.444969E+00,1.051048E-06
1.069000E+00,1.444961E+00,1.320727E-06,1.444942E+00,1.921800E-06,1.444969E+00,1.049080E-06
1.070000E+00,1.444960E+00,1.322814E-06,1.444941E+00,1.924956E-06,1.444969E+00,1.050481E-06
1.071000E+00,1.444960E+00,1.328790E-06,1.444941E+00,1.934466E-06,1.444969E+00,1.054881E-06
1.072000E+00,1.444960E+00,1.332150E-06,1.444941E+00,1.939460E-06,1.444969E+00,1.057579E-06
1.073000E+00,1.444960E+00,1.336124E-06,1.444941E+00,1.944560E-06,1.444969E+00,1.060839E-06
1.074000E+00,1.444960E+00,1.339235E-06,1.444941E+00,1.949054E-06,1.444969E+00,1.063388E-06
1.075000E+00,1.444960E+00,1.341075E-06,1.444941E+00,1.951207E-06,1.444969E+00,1.064818E-06
1.076000E+00,1.444960E+00,1.338373E-06,1.444940E+00,1.947235E-06,1.444968E+00,1.062982E-06
1.077000E+00,1.444960E+00,1.341895E-06,1.444940E+00,1.952446E-06,1.444968E+00,1.065814E-06
1.078000E+00,1.444959E+00,1.349525E-06,1.444940E+00,1.963660E-06,1.444968E+00,1.071526E-06
1.079000E+00,1.444959E+00,1.352381E-06,1.444940E+00,1.968032E-06,1.444968E+00,1.073970E-06
1.080000E+00,1.444959E+00,1.354777E-06,1.444939E+00,1.970973E-06,1.444968E+00,1.075852E-06
1.081000E+00,1.444959E+00,1.358631E-06,1.444939E+00,1.976731E-06,1.444968E+00,1.078935E-06
1.082000E+00,1.444959E+00,1.360127E-06,1.444939E+00,1.979209E-06,1.444968E+00,1.080224E-06
1.083000E+00,1.444959E+00,1.364139E-06,1.444939E+00,1.985181E-06,1.444968E+00,1.083463E-06
1.084000E+00,1.444958E+00,1.373101E-06,1.444939E+00,1.998573E-06,1.444968E+00,1.090316E-06
1.085000E+00,1.444958E+00,1.378165E-06,1.444938E+00,2.006143E-06,1.444968E+00,1.094398E-06
1.086000E+00,1.444958E+00,1.381688E-06,1.444938E+00,2.010477E-06,1.444967E+00,1.097299E-06
