phase theta,reflectance
174.66,0.00047902
177.599,0.0010176
176.967,0.000933209
174.697,0.000489003
177.598,0.00101753
176.926,0.000890457
174.712,0.000489177
177.595,0.0010095
176.875,0.000847006
174.712,0.000482706
177.589,0.00100474
176.807,0.000807124
174.712,0.000478792
177.578,0.000987692
176.73,0.000762918
174.681,0.000473072
177.564,0.000982565
176.646,0.000723948
174.654,0.0004639
177.545,0.000961688
176.557,0.000683747
174.595,0.000452274
177.522,0.000923714
176.464,0.000648768
174.475,0.00044114
177.497,0.000894311
176.366,0.000616107
174.425,0.000428085
177.467,0.000855356
176.262,0.000584263
174.389,0.000410125
177.434,0.000826531
176.155,0.000556312
174.288,0.000396982
177.399,0.000794615
176.044,0.000527775
174.175,0.00038215
177.36,0.000766535
175.929,0.000508488
174.051,0.000361061
177.318,0.000733717
175.658,0.000486329
175.811,0.000490865
173.915,0.000348003
177.273,0.000708
175.622,0.000468545
175.691,0.00046835
173.761,0.000331839
177.227,0.000675861
175.575,0.00044412
175.58,0.000445684
173.608,0.000316795
177.177,0.000646903
175.516,0.000425743
175.451,0.000426913
173.446,0.000302984
177.126,0.000622062
175.447,0.000406087
175.32,0.000410358
173.278,0.000293353
177.075,0.000596022
175.366,0.000384527
175.187,0.000396187
173.108,0.0002818
177.02,0.000566556
175.277,0.000363182
175.051,0.000384921
172.936,0.000273565
176.956,0.000547584
175.191,0.000354705
174.912,0.000372131
172.751,0.00026205
176.895,0.000527814
175.084,0.000340841
174.773,0.000361455
172.565,0.000249109
176.835,0.000507487
174.964,0.000324585
174.633,0.000349919
172.374,0.000232385
176.776,0.000485681
174.837,0.00030842
174.492,0.000339009
172.178,0.000222821
176.713,0.000464982
174.703,0.000293886
174.35,0.000329022
171.981,0.000214551
176.649,0.000447577
174.564,0.000280949
174.209,0.000319508
171.981,0.000204118
176.585,0.00042987
174.42,0.000268999
174.067,0.000309208
171.583,0.000198683
176.518,0.000414386
174.269,0.000256624
173.923,0.000298238
171.377,0.000190344
176.45,0.000396898
174.116,0.000245384
173.781,0.000286064
171.168,0.00018093
176.382,0.000385119
173.957,0.000232084
173.637,0.000278656
171.108,0.000181087
176.314,0.000369587
173.796,0.000221985
173.493,0.000273645
171.204,0.000187947
176.245,0.000359215
173.631,0.000213578
173.351,0.000265791
171.328,0.000194562
176.174,0.000344909
173.461,0.000204244
173.2,0.000256294
171.283,0.00019313
176.105,0.0003344
173.293,0.000192733
173.054,0.000248526
171.233,0.000194198
176.035,0.000325988
173.113,0.000182413
172.91,0.000241715
170.814,0.000177413
175.965,0.000316845
172.92,0.000175377
172.768,0.000234468
170.59,0.000168815
175.893,0.000307258
172.739,0.000168416
172.617,0.000233492
170.529,0.000166244
175.822,0.000300254
172.56,0.000162112
172.472,0.000227289
170.366,0.000162472
175.751,0.000291223
172.379,0.000155227
172.329,0.000221526
170.298,0.000160463
175.681,0.000283046
172.199,0.000149768
172.188,0.000218838
170.322,0.000160836
175.61,0.000275807
172.016,0.000143545
172.046,0.000212625
169.995,0.000150823
175.539,0.000268152
171.833,0.000139108
171.905,0.000209539
169.542,0.00013892
175.47,0.000261694
171.651,0.000134219
171.766,0.000206098
169.25,0.000129985
175.403,0.000255362
171.465,0.000129246
171.625,0.000202468
169.017,0.000124938
175.336,0.000250415
171.281,0.000123419
171.486,0.000197163
168.661,0.000117825
175.267,0.000244237
171.097,0.000117157
171.348,0.000192152
168.163,0.000107395
175.199,0.00023938
171.097,0.000113665
171.213,0.000184253
167.919,0.000101689
175.122,0.000233937
170.729,0.000109498
171.074,0.00017672
167.892,0.000102176
175.053,0.000230622
170.547,0.000104368
170.939,0.000175935
167.681,9.96124e-05
175.014,0.000226259
170.368,0.000100603
170.809,0.000173769
167.51,9.72368e-05
174.975,0.000223788
170.157,0.000102672
170.665,0.00016958
167.303,9.3678e-05
174.918,0.000219143
169.949,0.00010743
170.524,0.000165142
166.86,8.6695e-05
174.858,0.000216177
169.769,0.000106676
170.394,0.000162369
166.715,8.48947e-05
174.792,0.000211295
169.587,0.000103031
170.263,0.000158266
166.774,8.43888e-05
174.728,0.000208836
169.408,9.99688e-05
170.133,0.000153948
166.722,8.4593e-05
174.666,0.00020514
169.229,9.67774e-05
169.999,0.00015215
166.48,8.28288e-05
174.603,0.000202589
169.049,9.377e-05
169.864,0.000149998
166.259,7.95281e-05
174.545,0.000199756
168.873,9.0375e-05
169.736,0.000148144
166.052,7.49863e-05
174.486,0.000197056
168.697,8.76278e-05
169.611,0.000145976
166.378,7.86101e-05
174.428,0.000194902
168.523,8.45608e-05
169.488,0.000144184
166.591,8.16877e-05
174.368,0.000192296
168.347,8.19966e-05
169.364,0.000141316
166.504,8.1292e-05
174.31,0.000188074
168.175,7.88965e-05
169.244,0.000138552
166.283,7.90874e-05
174.254,0.000188299
168.008,7.56867e-05
169.127,0.000136201
166.072,7.67295e-05
174.198,0.000184807
167.838,7.40934e-05
169.008,0.000134044
165.834,7.50745e-05
174.142,0.000184203
167.669,7.34269e-05
168.891,0.000132188
165.611,7.29026e-05
174.088,0.000180735
167.503,7.2128e-05
168.776,0.000130295
165.48,7.16441e-05
174.037,0.000179167
167.344,6.97407e-05
168.666,0.000131056
165.364,7.08134e-05
173.983,0.000176652
167.177,6.69778e-05
168.551,0.000126324
165.143,6.83963e-05
173.934,0.000175131
167.014,6.46486e-05
168.444,0.000121662
164.933,6.63658e-05
173.884,0.000171899
166.773,6.21993e-05
168.334,0.000119515
164.719,6.26165e-05
173.837,0.000171301
166.575,6.02761e-05
168.229,0.000117816
164.508,5.9703e-05
173.789,0.000168833
166.406,5.71308e-05
168.124,0.000118917
164.292,5.85486e-05
173.743,0.000165272
166.253,5.68239e-05
168.021,0.000116725
164.06,5.8895e-05
173.7,0.000163024
166.103,5.65791e-05
167.919,0.000115966
163.834,5.77768e-05
173.656,0.000161631
165.953,5.57297e-05
168.043,0.000115935
163.61,5.63413e-05
173.614,0.0001597
165.811,5.46595e-05
168.262,0.000116118
163.385,5.52683e-05
173.574,0.00015613
165.676,5.40617e-05
167.897,0.000110444
163.248,5.43537e-05
173.536,0.000153211
165.55,5.38853e-05
168.028,0.000113102
163.716,5.62358e-05
173.498,0.000149417
165.426,5.43282e-05
167.731,0.000108589
163.781,5.72301e-05
173.46,0.000148423
165.301,5.41644e-05
168.135,0.000113651
163.79,5.82826e-05
173.427,0.000146807
165.179,5.35095e-05
167.724,0.000108306
163.721,5.77636e-05
173.392,0.000147165
165.049,5.23329e-05
167.967,0.000113075
163.657,5.72497e-05
173.361,0.00014613
164.924,5.11651e-05
167.788,0.000109102
163.526,5.54699e-05
173.33,0.000147434
164.8,4.96689e-05
167.729,0.000108479
163.675,5.55958e-05
173.302,0.000145736
164.68,4.9131e-05
167.902,0.000112589
164.027,5.81319e-05
173.273,0.000145997
164.556,4.78359e-05
167.857,0.000111123
163.817,5.62111e-05
173.249,0.000145361
164.444,4.75295e-05
163.775,5.53218e-05
173.224,0.000144019
164.331,4.6072e-05
167.573,0.000105743
163.621,5.36223e-05
173.201,0.000142575
164.221,4.50892e-05
167.908,0.00010969
163.44,5.22111e-05
173.182,0.00014466
164.118,4.41803e-05
167.853,0.000108911
163.283,5.10533e-05
173.163,0.000145034
164.019,4.35504e-05
167.803,0.000108358
163.145,5.03153e-05
173.144,0.00014217
163.914,4.25816e-05
167.755,0.000106451
162.981,4.88405e-05
173.127,0.000140649
163.815,4.20151e-05
167.716,0.000106988
162.872,4.87001e-05
173.117,0.000141847
163.735,4.12956e-05
167.692,0.000104233
162.73,4.84024e-05
173.104,0.000141021
163.644,4.08424e-05
167.661,0.000103487
162.497,4.41841e-05
